customer_id;reference_date;region;plan_type;contract_type;internet_tech;tenure_months;has_autopay;monthly_charges;total_charges;avg_data_gb;n_support_calls;n_complaints;late_payment;churned
75385;2024-09-17;North;postpaid;monthly;fiber;18;1;108,62;2027,0;8.67;1;0;0;1
38913;2024-02-24;South;prepaid;monthly;cable;24;1;156,13;;18.55;1;0;1;0
98037;2024-10-10;Southeast;postpaid;annual;dsl;63;0;89,95;5555,32;4.34;0;1;0;0
55132;24/03/2024;Northeast;prepaid;monthly;cable;35;1;41,84;1555,41;31.85;1;0;1;0
86857;27/07/2024;South;postpaid;monthly;dsl;56;0;86,63;4718,09;17.0;0;1;0;1
42029;2024-11-11;South;prepaid;annual;fiber;46;1;96,96;4630,35;5.36;2;1;0;0
61487;10/03/2024;Northeast;postpaid;annual;fiber;13;1;159,83;2265,92;23.44;0;0;1;0
22750;22/07/2024;Center-West;postpaid;monthly;fiber;67;0;80,21;5657,3;15.56;0;0;0;0
94527;2024-10-21;Northeast;prepaid;annual;FIBRE;68;1;77,27;5563,66;7.45;0;0;1;0
33348;21/01/2024;Center-West;prepaid;monthly;fiber;56;1;163,2;8800,31;17.16;1;0;0;0
32958;08/06/2024;Center-West;postpaid;annual;fiber;34;1;67,64;2147,06;5.59;3;0;0;0
95491;2024-12-16;North;prepaid;monthly;fiber;31;1;126,37;4106,78;11.39;1;0;0;0
47835;25/10/2024;Northeast;prepaid;annual;cable;22;1;79,0;1719,06;14.8;3;1;0;0
96751;2024-06-19;South;postpaid;monthly;fiber;46;0;172,72;8252,7;;0;0;0;0
91049;2024-01-11;North;prepaid;monthly;dsl;23;1;58,44;1291,87;12.23;1;1;0;0
38922;19/07/2024;North;prepaid;monthly;dsl;14;1;138,59;1827,16;13.92;1;0;0;1
81641;17/01/2024;Center-West;prepaid;monthly;dsl;5;1;112,51;562,77;8.57;0;0;0;0
26528;15/09/2024;Center-West;postpaid;monthly;fiber;31;0;176,81;5059,63;7.03;2;1;0;1
84441;2024-04-26;North;prepaid;annual;dsl;58;1;179,11;10523,36;11.65;2;0;0;0
18901;2024-11-02;Northeast;prepaid;annual;dsl;57;0;149,05;;9.4;0;0;0;0
15291;2024-06-08;South;prepaid;monthly;cable;61;0;45,52;2582,14;25.56;1;0;0;0
88663;2024-08-03;Center-West;prepaid;annual;fiber;44;1;100,35;4397,83;14.95;0;0;0;0
10034;2024-03-04;North;prepaid;annual;fiber;62;1;158,18;9983,28;9.57;2;0;0;0
60318;2024-08-16;North;prepaid;annual;dsl;56;0;125,77;7457,56;10.8;0;0;0;0
35084;28/06/2024;Northeast;prepaid;monthly;fiber;58;1;161,85;8983,24;7.31;0;0;0;0
98696;2024-02-01;Northeast;prepaid;monthly;dsl;37;0;149,9;5629,17;20.25;0;0;0;0
60935;28/08/2024;Southeast;postpaid;annual;dsl;7;0;76,94;547,33;15.71;0;0;0;0
77063;2024-01-20;South;prepaid;monthly;dsl;27;0;59,26;1493,3;26.58;0;1;0;0
36757;2024-11-30;Southeast;prepaid;monthly;cable;61;1;78,38;4322,1;12.2;3;0;0;0
66392;2024-04-04;Northeast;postpaid;annual;dsl;53;1;134,39;7274,27;9.81;2;0;0;0
47788;2024-06-16;Southeast;postpaid;monthly;cable;1;1;102,16;102,94;12.45;3;0;0;1
91494;2024-07-19;South;postpaid;annual;dsl;7;1;36,58;278,95;25.98;1;0;1;0
52652;20/08/2024;North;prepaid;monthly;fiber;47;0;141,37;6775,02;;0;1;0;0
95061;23/11/2024;Northeast;prepaid;annual;dsl;70;1;36,7;2414,94;7.85;0;0;0;0
63015;2024-06-30;North;prepaid;annual;dsl;52;0;91,4;4984,48;9.1;1;0;0;0
73316;2024-03-04;Center-West;prepaid;annual;cable;68;0;99,34;6109,01;7.22;0;1;1;0
53034;10/12/2024;Center-West;prepaid;annual;fiber;5;1;105,45;548,79;12.97;0;0;0;0
75513;09/12/2024;Southeast;postpaid;annual;fiber;63;0;50,86;3404,52;8.58;3;0;0;0
55467;2024-05-25;Center-West;prepaid;monthly;cable;10;0;142,17;1327,94;22.67;2;0;0;0
13121;2024-04-06;Northeast;postpaid;annual;fiber;63;1;157,41;9469,84;5.3;1;0;1;0
70674;2024-09-21;Northeast;prepaid;annual;dsl;70;0;134,69;8667,07;15.93;1;0;0;0
92222;26/10/2024;Southeast;prepaid;monthly;dsl;37;1;172,66;6001,32;21.02;1;1;0;0
39397;09/02/2024;Northeast;postpaid;monthly;fiber;38;0;68,63;2478,67;5.18;0;0;0;0
24632;2024-04-14;Northeast;postpaid;monthly;fiber;36;0;54,11;1862,2;14.52;0;0;0;0
73092;2024-04-14;North;prepaid;monthly;cable;40;0;40,09;1589,81;18.82;0;0;0;0
67268;2024-05-27;Southeast;postpaid;annual;fiber;59;1;138,23;8881,4;3.72;2;1;0;0
63073;31/07/2024;North;prepaid;monthly;dsl;20;1;54,32;993,7;6.46;1;0;1;0
43264;13/09/2024;Center-West;prepaid;monthly;dsl;21;0;170,73;3471,25;20.25;0;0;0;0
97027;2024-11-01;Northeast;postpaid;monthly;dsl;69;0;119,75;7797,79;20.29;0;0;0;0
16433;2024-11-17;Southeast;prepaid;monthly;fiber;61;1;150,62;9653,93;10.55;0;0;1;0
54897;2024-05-27;Center-West;prepaid;annual;fiber;39;0;95,2;4035,6;12.47;2;1;0;0
93549;30/03/2024;Center-West;postpaid;monthly;cable;15;1;140,23;2075,48;15.52;1;0;0;0
32937;2024-01-24;Southeast;prepaid;monthly;fiber;68;0;96,55;7091,72;18.46;0;0;0;0
64233;2024-10-08;Center-West;prepaid;monthly;fiber;63;1;110,81;7479,89;11.81;1;0;0;0
57363;2024-03-27;North;prepaid;annual;cable;24;1;146,04;3405,01;18.46;0;0;0;0
94967;2024-12-28;North;postpaid;annual;fiber;39;1;65,72;;2.69;0;0;0;0
11288;2024-04-30;North;postpaid;monthly;fiber;30;1;162,68;5338,74;9.74;0;0;1;0
35652;25/05/2024;Northeast;prepaid;monthly;cable;60;0;137,44;8757,06;15.31;1;1;0;0
59805;2024-09-21;Center-West;prepaid;monthly; fiber ;49;0;141,98;7261,43;13.44;0;0;0;0
14050;2024-02-05;Northeast;postpaid;monthly;fiber;36;0;65,72;2338,49;;1;1;1;1
25873;2024-04-01;Center-West;prepaid;annual;fiber;69;1;43,52;2829,24;6.43;1;0;1;0
88467;27/07/2024;Center-West;postpaid;monthly;dsl;44;0;40,93;1741,95;6.09;2;0;1;1
13093;2024-06-19;Southeast;postpaid;monthly;cable;35;0;127,05;4410,79;25.45;0;0;1;0
13143;27/03/2024;South;prepaid;monthly;dsl;66;0;52,5;3553,76;4.04;1;1;0;0
83436;06/05/2024;Northeast;prepaid;monthly;cable;32;0;179,88;5310,72;16.9;2;1;0;0
74753;2024-02-03;North;prepaid;monthly;FIBRE;30;1;174,16;5449,95;15.93;2;1;0;0
44913;2024-11-14;Southeast;prepaid;monthly;dsl;28;0;34,38;1006,43;8.2;0;0;0;0
23475;2024-08-08;Southeast;prepaid;monthly;FIBRE;16;1;138,76;2437,42;;2;0;0;0
94193;2024-11-20;North;postpaid;monthly;cable;20;0;69,12;1459,45;10.91;0;1;0;0
78362;2024-05-08;Northeast;prepaid;monthly;cable;7;1;81,13;623,55;11.55;2;0;0;1
15509;20/10/2024;Southeast;postpaid;annual;fiber;52;1;66,05;3134,96;6.53;1;0;0;1
34867;2024-04-20;Southeast;postpaid;monthly;cable;42;1;154,58;7048,99;7.1;0;0;0;0
83512;11/05/2024;Southeast;prepaid;monthly;dsl;67;0;164,06;11646,66;5.87;1;0;0;0
36691;2024-11-28;North;prepaid;monthly;fiber;44;0;36,06;1607,72;14.69;0;0;0;0
49531;2024-05-17;Southeast;prepaid;annual;dsl;6;1;70,51;410,64;14.35;1;0;0;0
38509;2024-02-10;North;postpaid;annual;cable;45;0;97,3;4067,23;2.61;0;0;0;0
87502;2024-08-14;North;prepaid;annual;fiber;13;1;108,27;1286,09;19.63;0;0;0;0
82701;2024-06-11;North;postpaid;annual;fiber;3;0;43,15;125,82;10.19;0;0;0;0
53830;2024-11-13;Northeast;postpaid;annual;cable;48;0;154,5;7282,61;3.94;0;0;0;0
13733;17/09/2024;North;postpaid;monthly;fiber;2;0;170,1;357,73;24.08;0;0;0;1
71681;31/10/2024;Northeast;postpaid;annual;fiber;30;1;90,43;2580,2;9.0;2;1;1;1
73617;14/08/2024;Northeast;postpaid;annual;dsl;64;0;158,59;9701,52;8.98;0;0;0;0
16430;2024-02-18;Center-West;postpaid;monthly;dsl;19;0;131,45;2339,95;10.63;0;0;1;1
43556;21/08/2024;Northeast;postpaid;monthly;fiber;50;1;118,76;6473,9;18.68;3;0;0;0
27458;2024-08-01;North;postpaid;monthly;FIBRE;27;0;152,86;3837,81;8.11;1;1;0;0
84241;20/10/2024;North;postpaid;monthly;cable;9;1;100,95;913,1;21.68;0;0;1;0
86678;2024-01-08;South;postpaid;annual;fiber;14;1;112,16;1525,92;5.86;1;0;0;0
64433;03/05/2024;North;postpaid;monthly;dsl;6;0;71,2;433,0;8.64;1;0;0;1
64330;2024-02-26;Southeast;postpaid;annual;cable;11;0;136,83;1357,38;2.1;2;0;0;1
90980;2024-06-14;Center-West;postpaid;annual;fiber;12;1;53,86;692,96;9.12;1;0;0;1
50000;2024-12-30;Center-West;postpaid;monthly;cable;63;0;66,47;4106,51;4.54;3;0;0;0
44791;2024-04-29;Southeast;prepaid;monthly;dsl;58;0;101,99;5632,55;5.1;1;2;0;0
13341;2024-01-13;Northeast;postpaid;annual;cable;26;1;87,8;2197,36;;2;0;0;0
77321;2024-04-03;Southeast;postpaid;annual; fiber ;52;1;65,94;3749,68;10.86;1;1;0;0
21447;27/09/2024;Northeast;postpaid;monthly;fiber;15;1;58,78;858,55;10.66;0;1;0;0
76539;13/05/2024;Southeast;prepaid;monthly;dsl;46;0;159,13;7276,53;16.64;0;0;1;0
32483;2024-03-14;North;postpaid;annual;cable;15;1;118,63;1908,97;8.82;1;0;0;0
89040;2024-05-03;Northeast;postpaid;annual;cable;46;1;86,61;4378,83;14.88;1;0;0;0
11527;10/09/2024;Northeast;postpaid;monthly;fiber;26;0;156,87;4464,53;11.62;0;0;0;0
99788;2024-06-03;North;postpaid;monthly;dsl;61;0;153,77;8694,41;7.63;0;0;1;1
32411;13/04/2024;Center-West;postpaid;annual;fiber;60;1;46,63;2830,19;19.11;0;0;0;0
43953;2024-11-08;Northeast;postpaid;monthly;dsl;24;0;115,09;2816,72;6.84;0;0;0;0
95092;03/07/2024;South;prepaid;monthly;cable;3;1;75,84;240,39;3.5;2;0;1;1
58278;2024-05-07;Northeast;postpaid;monthly;dsl;23;1;111,13;2548,17;2.26;0;1;0;0
33434;2024-11-07;Northeast;prepaid;monthly;fiber;21;1;137,7;2875,13;7.92;2;0;0;0
89607;2024-06-11;South;postpaid;monthly;cable;31;0;31,28;942,41;;2;0;0;0
38502;2024-03-15;Northeast;postpaid;annual; fiber ;41;1;107,04;4591,13;9.82;1;0;0;0
98392;06/06/2024;Center-West;prepaid;annual;fiber;71;0;73,76;5398,32;2.09;0;1;0;0
26058;2024-10-13;Center-West;prepaid;monthly;dsl;5;0;110,1;603,81;13.34;0;1;0;0
51451;2024-04-13;Northeast;prepaid;monthly;dsl;40;1;46,48;1891,48;8.76;0;0;1;1
53813;2024-03-09;Northeast;postpaid;monthly;dsl;13;0;152,63;;;1;0;1;0
53508;24/06/2024;South;postpaid;annual;dsl;39;0;111,55;4757,11;10.81;3;2;0;1
35701;23/11/2024;Northeast;prepaid;annual;FIBRE;46;1;61,66;2573,85;14.58;0;0;0;0
28861;2024-11-12;South;postpaid;annual; fiber ;58;1;145,45;7656,21;4.22;0;0;0;0
90616;2024-11-17;North;prepaid;annual;dsl;40;1;35,67;1564,3;16.11;0;0;1;0
78726;2024-04-10;South;postpaid;annual;dsl;13;1;118,92;1576,71;12.76;0;0;0;0
86498;2024-11-05;South;prepaid;annual;dsl;65;0;105,26;;6.99;1;2;0;0
67623;2024-06-26;Southeast;prepaid;monthly;fiber;29;1;35,95;1030,35;23.74;0;0;1;1
96983;2024-04-30;Center-West;prepaid;annual;fiber;35;1;67,46;2334,45;33.23;0;0;1;0
37573;2024-06-25;Southeast;postpaid;annual;dsl;46;0;41,57;1760,79;7.1;3;2;0;0
22943;2024-09-18;Southeast;postpaid;monthly;fiber;19;0;139,86;2875,62;16.83;1;1;0;0
55989;2024-09-09;Center-West;postpaid;monthly;dsl;71;1;135,87;9301,92;10.39;1;0;1;0
50111;13/10/2024;North;postpaid;annual;fiber;4;1;43,39;175,26;14.23;1;1;0;0
66929;01/07/2024;North;prepaid;monthly;fiber;11;0;46,38;547,89;12.1;2;1;1;0
24961;2024-03-10;Northeast;prepaid;annual;FIBRE;71;0;162,04;12400,95;16.52;0;0;0;0
59325;23/03/2024;South;prepaid;monthly;fiber;33;0;60,13;1860,05;2.61;1;0;0;0
25704;18/03/2024;Southeast;postpaid;monthly;dsl;64;0;75,55;4515,47;13.97;1;1;1;1
34147;2024-05-14;Northeast;prepaid;monthly;fiber;65;1;132,64;7997,49;12.5;1;0;1;0
75839;2024-02-13;Southeast;postpaid;annual;FIBRE;71;0;39,11;2629,06;11.11;0;0;0;0
94255;2024-03-04;North;prepaid;monthly;cable;52;0;172,15;8628,91;20.48;1;0;1;0
71055;25/08/2024;Center-West;prepaid;annual;fiber;49;0;33,45;1713,69;5.2;1;0;0;0
94654;2024-02-02;Center-West;prepaid;monthly;dsl;44;0;157,37;6442,2;16.03;1;0;1;0
90345;2024-07-29;South;prepaid;monthly;fiber;49;0;84,14;3889,52;6.61;1;0;0;0
80416;2024-02-29;Northeast;postpaid;monthly;FIBRE;19;1;52,51;973,28;7.83;1;1;1;1
12300;2024-03-26;Northeast;postpaid;monthly;fiber;58;1;86,62;4545,02;7.09;1;2;0;0
68635;2024-02-06;North;prepaid;annual;cable;14;1;175,93;2340,85;11.01;1;1;0;1
91860;29/07/2024;Southeast;postpaid;annual; fiber ;35;0;109,35;;16.19;1;0;0;0
91426;2024-02-03;South;postpaid;monthly;dsl;27;1;38,89;1061,93;10.42;0;0;0;0
81561;2024-12-07;Northeast;postpaid;monthly;cable;55;0;171,23;9670,71;17.71;0;0;0;0
88773;2024-02-21;Center-West;postpaid;annual;fiber;19;1;51,53;958,0;8.48;1;0;0;0
98140;2024-05-09;Southeast;postpaid;annual;dsl;15;1;38,2;580,17;;1;0;1;0
84731;2024-05-16;Northeast;postpaid;monthly;fiber;58;1;36,81;2288,49;12.05;1;2;0;1
87579;2024-02-12;Center-West;postpaid;annual;fiber;35;0;153,95;5631,28;9.36;0;0;0;0
29229;2024-02-22;Center-West;postpaid;monthly;cable;52;1;52,95;2794,54;23.43;2;2;0;0
26742;2024-06-30;North;postpaid;monthly;fiber;63;0;56,85;3779,68;5.65;1;0;0;0
45995;2024-06-26;Southeast;prepaid;annual;cable;60;1;171,62;9871,38;13.23;1;1;0;0
41876;2024-06-04;South;postpaid;annual;dsl;29;1;121,74;3853,04;10.46;2;0;0;0
47131;2024-04-03;Center-West;postpaid;annual; fiber ;13;1;72,81;982,44;3.99;2;0;0;0
65221;2024-12-24;Center-West;prepaid;monthly;fiber;69;1;117,97;8419,51;3.09;0;0;0;0
31724;2024-11-01;Northeast;postpaid;monthly;dsl;23;0;66,46;1615,81;3.24;1;0;0;0
28950;2024-05-04;Southeast;postpaid;annual;fiber;55;1;104,14;5159,43;16.17;0;0;0;0
75472;2024-02-12;Southeast;prepaid;monthly;fiber;55;1;80,19;4094,1;10.29;2;0;0;0
10982;2024-05-26;North;postpaid;monthly;fiber;32;1;123,39;4006,27;14.38;1;1;0;0
81681;2024-09-18;North;postpaid;annual;fiber;12;0;143,82;1763,05;14.79;0;1;0;0
81674;2024-10-26;Southeast;postpaid;monthly;cable;34;1;82,28;3019,66;2.3;0;0;0;1
98661;2024-01-27;Northeast;prepaid;monthly;fiber;11;0;51,59;571,15;25.58;0;1;1;0
62014;22/03/2024;North;prepaid;monthly;fiber;26;0;83,36;2066,91;18.34;1;0;0;0
87409;2024-12-19;Southeast;postpaid;annual;dsl;28;0;143,72;4015,47;10.22;0;0;0;0
80301;2024-05-12;Southeast;prepaid;monthly;dsl;37;0;148,06;5276,09;13.83;1;0;0;0
49977;16/09/2024;North;prepaid;monthly;cable;14;0;147,83;2144,28;4.84;1;1;0;1
60771;2024-10-17;Northeast;prepaid;monthly;cable;61;0;176,19;10988,38;4.25;5;0;0;0
16059;2024-11-10;Center-West;prepaid;monthly;fiber;6;0;153,72;865,04;;1;0;0;0
10655;2024-12-24;North;postpaid;monthly;fiber;70;0;175,29;11954,29;6.81;0;0;0;0
20807;03/02/2024;South;postpaid;annual;dsl;23;1;124,02;2953,3;;1;1;0;0
46708;2024-04-30;Center-West;postpaid;monthly;fiber;35;0;64,4;2454,26;7.89;2;0;0;0
54705;2024-08-10;North;postpaid;monthly;dsl;63;0;121,23;7478,22;;3;0;0;0
77404;17/02/2024;South;prepaid;monthly;fiber;47;1;59,68;2929,57;13.63;1;0;0;0
64953;03/01/2024;North;prepaid;monthly;cable;5;0;42,8;210,66;7.07;1;0;0;0
63249;2024-07-14;Southeast;prepaid;monthly;dsl;43;1;75,2;3156,43;14.89;0;0;0;0
18173;2024-05-15;South;prepaid;annual;dsl;41;1;84,42;3553,35;4.95;0;0;0;0
27507;2024-03-01;North;prepaid;annual;fiber;67;0;136,33;9975,17;;2;0;0;0
44899;2024-12-24;Center-West;prepaid;annual;cable;40;1;84,46;3258,05;17.78;1;0;0;0
34836;2024-06-19;Northeast;prepaid;monthly;dsl;71;1;30,47;2139,06;2.63;1;0;0;0
29403;13/05/2024;Northeast;prepaid;annual;cable;38;0;167,54;5798,56;21.0;2;0;0;0
43550;2024-12-10;North;postpaid;annual;cable;14;1;118,41;1700,68;8.1;0;0;0;0
16177;2024-07-29;Southeast;postpaid;monthly;fiber;36;1;61,61;2162,69;17.98;2;0;0;0
28833;30/03/2024;South;postpaid;monthly;fiber;66;1;67,84;4136,87;8.11;2;1;0;0
73801;07/07/2024;Center-West;postpaid;annual;fiber;2;0;48,62;99,57;3.47;1;0;1;1
26157;08/10/2024;Southeast;postpaid;monthly;dsl;29;1;165,98;4986,72;7.31;0;0;0;0
57018;2024-04-23;Center-West;prepaid;monthly;dsl;4;0;64,53;238,69;19.9;1;0;0;1
30674;2024-04-04;Northeast;postpaid;annual;fiber;60;1;171,1;10470,25;11.52;1;0;0;0
49364;2024-01-22;South;prepaid;monthly;cable;37;1;69,65;2754,36;18.2;1;0;1;0
30830;2024-07-24;Northeast;prepaid;annual;fiber;51;1;149,89;7707,82;8.25;1;0;0;0
23891;2024-11-13;Center-West;prepaid;monthly;dsl;69;1;31,57;2307,54;6.21;1;0;0;0
68208;26/01/2024;Southeast;prepaid;monthly;fiber;60;0;102,49;6140,04;17.57;2;0;0;0
71651;2024-08-31;Southeast;prepaid;monthly;fiber;29;0;85,38;2343,45;10.19;0;0;1;0
23337;2024-02-09;Northeast;postpaid;monthly;fiber;67;1;80,19;5001,38;12.61;0;2;0;0
47293;2024-12-22;Center-West;postpaid;annual;dsl;34;1;178,82;5751,97;13.2;1;0;0;0
80224;2024-03-05;Southeast;postpaid;annual;dsl;70;1;138,13;9942,68;2.49;0;0;0;0
17725;13/08/2024;Northeast;postpaid;annual;fiber;70;0;68,37;4586,65;15.22;0;1;0;0
77572;2024-12-30;Southeast;postpaid;monthly;dsl;16;0;142,87;2307,33;4.99;0;0;0;1
81995;2024-02-08;Northeast;prepaid;monthly;dsl;56;0;49,44;2936,81;3.07;1;1;0;0
35287;10/07/2024;Northeast;postpaid;monthly;fiber;50;0;168,89;7766,77;;1;1;0;1
69499;2024-06-10;Southeast;postpaid;monthly;dsl;55;0;93,96;4772,22;9.24;0;0;0;0
44405;2024-01-13;Northeast;prepaid;annual;FIBRE;12;1;58,6;736,46;22.26;2;0;0;1
10041;2024-04-06;Center-West;prepaid;monthly;cable;36;1;70,92;2313,19;15.72;1;1;1;0
42448;06/09/2024;Center-West;postpaid;monthly;dsl;11;0;53,27;551,63;2.92;1;0;0;1
23741;2024-12-07;Southeast;postpaid;monthly; fiber ;64;1;169,58;10705,58;12.53;2;1;0;1
71134;2024-09-20;South;postpaid;annual;dsl;63;1;75,88;5227,33;10.12;0;0;0;0
27764;2024-03-18;South;postpaid;monthly;fiber;42;0;51,43;2170,42;5.55;1;0;0;0
39343;03/08/2024;North;prepaid;annual;cable;10;1;151,94;1410,77;14.74;0;0;0;0
25266;2024-06-11;Southeast;postpaid;annual;dsl;47;1;61,99;2962,22;22.2;1;0;0;0
40971;2024-05-04;Center-West;prepaid;annual;fiber;32;0;44,12;1376,94;10.73;0;1;0;0
87802;10/12/2024;Northeast;prepaid;monthly;dsl;56;1;130,26;6649,98;8.21;0;0;1;0
61963;2024-02-27;Center-West;postpaid;monthly;fiber;8;0;31,11;249,07;11.09;1;0;0;0
75624;2024-02-01;Southeast;prepaid;monthly;cable;29;1;154,86;4612,9;12.55;2;0;0;0
53025;27/03/2024;Southeast;postpaid;annual;cable;26;0;114,41;3248,59;29.07;0;0;1;0
79430;28/09/2024;Center-West;prepaid;annual;dsl;68;0;67,02;4762,9;6.56;0;0;0;0
76251;2024-05-15;South;postpaid;monthly;dsl;22;1;101,04;2347,62;6.75;0;2;0;0
41377;2024-08-22;Northeast;postpaid;monthly;dsl;71;0;69,36;5330,27;17.32;0;0;0;0
58836;2024-06-04;Center-West;postpaid;monthly;fiber;66;0;109,93;6999,25;7.73;0;0;0;0
82263;2024-06-06;Southeast;postpaid;annual;fiber;42;0;115,75;4925,17;2.36;1;0;0;0
78611;2024-04-06;Southeast;postpaid;monthly;cable;13;1;145,75;2073,35;22.35;2;0;0;1
26972;06/02/2024;Southeast;postpaid;monthly;fiber;16;0;99,91;1615,47;21.67;2;1;0;0
36989;2024-04-06;Southeast;postpaid;annual;fiber;2;0;148,0;274,13;4.45;1;0;0;0
25742;01/11/2024;Southeast;postpaid;monthly;fiber;56;0;40,39;2469,11;10.75;1;0;0;0
62242;23/12/2024;Center-West;prepaid;monthly;cable;52;0;168,2;8488,99;3.02;1;0;0;0
83937;2024-01-10;Northeast;prepaid;monthly;cable;23;1;57,83;1264,15;16.45;2;0;0;0
78240;2024-07-16;Center-West;prepaid;monthly;fiber;52;0;155,49;8296,51;16.03;0;0;0;0
48104;2024-10-13;Center-West;prepaid;annual;fiber;41;0;104,19;4145,78;1.45;0;3;0;0
26824;27/08/2024;Center-West;prepaid;monthly;cable;58;1;45,71;2604,15;10.27;2;0;1;0
14178;08/08/2024;South;prepaid;monthly;fiber;7;0;83,97;554,37;18.8;1;0;0;0
43554;2024-06-01;South;postpaid;monthly;cable;15;1;167,75;2283,67;3.27;0;1;1;1
39501;11/03/2024;Center-West;prepaid;monthly;cable;58;0;155,21;8233,21;11.89;2;0;1;0
78732;2024-02-27;South;postpaid;annual;dsl;27;0;138,35;3568,85;2.36;1;0;0;0
87095;2024-07-23;Southeast;prepaid;annual;fiber;69;0;86,98;5909,01;5.46;0;1;1;0
91592;20/08/2024;Northeast;postpaid;monthly;dsl;63;0;118,32;7941,01;2.97;0;1;0;1
79885;10/09/2024;Center-West;prepaid;monthly;cable;7;0;64,82;427,82;24.21;0;0;0;1
81976;2024-06-20;Center-West;postpaid;monthly;fiber;29;1;127,18;3802,08;18.36;1;1;0;0
18890;2024-05-21;Center-West;prepaid;monthly;cable;52;0;69,14;3901,6;2.52;0;0;0;0
51441;04/11/2024;Southeast;postpaid;monthly;fiber;10;1;154,35;;12.34;1;0;0;1
21706;2024-10-19;Northeast;prepaid;annual;cable;62;0;135,67;9217,13;2.54;0;0;0;0
91544;20/02/2024;Center-West;postpaid;monthly;dsl;7;1;87,91;632,29;15.23;0;0;0;0
66885;2024-12-15;Northeast;prepaid;monthly; fiber ;8;0;128,92;1125,63;17.2;1;0;0;1
38001;29/01/2024;Center-West;postpaid;monthly;fiber;39;1;78,77;2946,05;15.37;0;1;1;0
86145;2024-09-28;Center-West;prepaid;annual;fiber;18;0;53,35;990,07;12.3;1;0;0;0
32472;03/10/2024;North;postpaid;monthly;fiber;46;0;65,28;2797,99;9.22;2;0;0;0
57708;01/01/2024;Southeast;postpaid;annual;cable;28;0;70,75;2144,8;11.83;0;0;0;0
57261;28/06/2024;North;prepaid;monthly;fiber;20;1;63,99;1238,26;5.61;1;0;0;0
99863;2024-05-04;South;prepaid;annual;cable;60;0;131,75;7365,28;12.35;0;0;1;0
45882;2024-01-05;Southeast;prepaid;annual;FIBRE;12;0;140,95;1701,32;8.39;1;1;0;0
18944;29/11/2024;Southeast;prepaid;monthly;dsl;36;1;98,57;3312,43;3.01;0;0;0;0
48229;25/07/2024;Northeast;postpaid;monthly;cable;12;0;178,17;2043,99;5.0;1;1;0;1
84852;2024-05-03;North;prepaid;monthly;dsl;10;0;163,65;1597,74;17.14;0;0;0;0
30060;31/01/2024;North;prepaid;annual;cable;15;1;43,06;600,29;3.24;1;1;0;0
89899;2024-03-10;Northeast;postpaid;annual;cable;19;1;99,07;1709,29;11.23;1;1;0;0
53779;2024-06-07;North;prepaid;monthly;dsl;30;0;166,27;4863,31;8.05;0;1;0;0
46223;2024-02-22;Northeast;prepaid;monthly;dsl;34;1;63,04;2017,88;4.97;0;0;0;0
85651;2024-02-11;Southeast;postpaid;monthly;fiber;10;0;86,76;897,34;19.04;0;0;1;1
24371;19/10/2024;Center-West;postpaid;monthly;fiber;3;0;172,04;464,53;20.91;0;1;0;1
58768;2024-01-09;North;postpaid;annual;fiber;7;1;146,41;1055,15;3.51;0;0;0;0
47124;2024-03-29;Southeast;postpaid;monthly;cable;45;0;154,85;7028,7;11.42;1;1;0;0
52658;2024-04-03;Center-West;postpaid;monthly;dsl;70;1;161,92;11387,23;8.8;1;0;0;0
91997;2024-06-16;Northeast;prepaid;annual;dsl;2;1;55,68;111,53;11.14;0;0;0;0
12447;04/10/2024;Southeast;postpaid;annual;cable;3;1;134,89;408,09;38.84;0;1;0;1
37115;02/07/2024;Southeast;postpaid;annual; fiber ;56;0;150,42;8434,61;8.1;0;1;0;0
63609;10/02/2024;Southeast;postpaid;monthly;cable;52;1;63,97;3290,76;6.13;3;0;0;0
28470;2024-12-17;South;prepaid;annual;fiber;53;1;36,5;1872,52;9.73;0;0;0;0
84707;17/10/2024;Southeast;prepaid;monthly;fiber;13;1;56,75;717,55;12.85;2;1;0;0
92186;24/08/2024;Northeast;postpaid;monthly;dsl;62;0;141,21;8049,41;7.83;0;1;0;0
63851;2024-09-22;North;postpaid;monthly;fiber;45;1;134,14;5908,64;36.96;1;0;1;0
28131;2024-12-16;Center-West;postpaid;annual;dsl;12;1;163,76;1961,34;5.84;1;1;1;0
77217;20/10/2024;Northeast;postpaid;monthly;dsl;9;1;77,54;734,61;15.43;2;0;0;1
26799;17/03/2024;Northeast;postpaid;annual;cable;43;0;123,26;5234,67;23.25;0;1;0;0
72920;2024-07-22;North;prepaid;annual;FIBRE;56;0;34,02;2007,97;1.51;2;0;1;0
96115;2024-11-10;Southeast;prepaid;annual;fiber;56;0;170,26;10067,15;13.53;1;0;0;0
82663;2024-08-19;Southeast;prepaid;annual;fiber;42;0;113,17;4588,47;6.03;1;0;0;0
95619;2024-03-16;Northeast;prepaid;annual;fiber;37;0;142,26;5259,49;5.02;2;1;0;0
44357;2024-05-28;Southeast;prepaid;monthly;fiber;50;0;72,57;3502,16;9.24;2;0;0;1
57694;2024-04-10;Southeast;postpaid;monthly;fiber;10;0;42,29;386,74;22.35;1;2;1;1
99349;2024-06-24;South;postpaid;annual;cable;26;1;39,42;1097,64;17.63;0;0;0;0
54877;23/12/2024;Center-West;postpaid;monthly;cable;8;0;152,2;1295,65;2.97;1;0;0;1
